respondent,state,district,newzip,sfaid,f2s,aware2012,startserv,starttaste,startuse,startgrdn,startsrvg,startgrdntst,starttrip,startvisit,starttheme,startprom,startmedia,starthost,startceleb,startinteg,startothrspec,localdef2012,localdefothr2012,regdef2012,othrrest2012,awarefuture,planserv,plantaste,planuse,plangrdn,plansrvg,plangrdntst,plantrip,planvisit,plantheme,planprom,planmedia,planhost,planceleb,planinteg,planothrspec,whenstart,awarenoplan,probseasf2sno,probavailf2sno,probrangef2sno,probhighf2sno,probunstablef2sno,probreliabf2sno,probcomplf2sno,probprocf2sno,probsupplierf2sno,probinfof2sno,proborderf2sno,probtimef2sno,probqualf2sno,probdelivf2sno,probresolvf2sno,probpayf2sno,probothrf2sno,awaref2sdk,serv,taste,coach,grdn,srvg,demo,trip,visit,theme,prom,media,host,celeb,integ,othr2011spec,ageprek,agek5,age68,age912,ageothr1,schoolnum,schoolnumwithmulti,gardennum,gardennumwithmulti,localdef2011,locdefothr2011,regiondef2011,othrrest2011,aware2011,usegeoprf,usedbreak,usedlunch,usedsup,usedsnack,usedffvp,usedsumr,directprod,directcoop,directfmkt,directcsa,directmanu,interdist,intercoop,interfsmc,interdod,interusda,interstate,interothr,fruit,veg,milk,dairy,meat,eggs,seafd,vegprot,grain,baked,herb,othr,specothrpurch,catlist,catwantlist,top1,top2,top3,top4,top5,top5list,fruitfreq,vegfreq,milkfreq,dairyfreq,meatfreq,eggsfreq,seafdfreq,vegprotfreq,grainfreq,bakedfreq,herbfreq,othrfreq,specothrfreq,newcost,newcostwithmulti,newshincl,pctsummarypage,pctdetailpage,newshinclwithmulti,newshexcl,newshexclwithmulti,dolinclmilk,dolexclmilk,future,futureothr,probseas2011,probavail2011,probrange2011,probhigh2011,probunstable2011,probreliab2011,probcompl2011,probproc2011,probsupplier2011,probinfo2011,proborder2011,probtime2011,probqual2011,probdeliv2011,probresolv2011,probpay2011,probothr12011,othrinfo,success,success2,mast_fax_late,multidistresp,corrflag,phase2,leaid,CONUM,CDCODE,LATCOD,LONCOD,TYPE,BIEA,students,allschools,totexpfs,salaryfs,benefitsfs,nonlaborexp,salesfs,fedmoney,TOTALEXP,ULOCAL,pctfarm,AM,ASIAN,HISP,BLACK,WHITE,PACIFIC,TR
2623930779.0,CA,ELK GROVE UNIFIED,95828.0,673100,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,1,0,0,0,1,0,1,1,1,0,0,0,1, ,0,1,1,0, ,.,.,5,5,5, , , ,1,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0, ,1,1,1,1,3,4,2,1,1,1,3,2, ,"Fruit, Vegetables, Milk, Dairy products, Beans/Seeds/Nuts, Grain/Flour, Baked goods","Meat/Poultry, Herbs",Kiwi,Strawberries,Pears,Stone Fruit,Lettuce,"Kiwi, Strawberries, Pears, Stone Fruit, Lettuce",2,2,1,6,7,7,7,6,6,1,7,7, ,6707937,6707937,25,25,25 %,25,10,10,1676984.25,670793.7,1, ,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0, , , ,.,lat, ,0.0,.,612330.0,6067,607,38.4126,-121.371705,1,0,33390,34,20315000,7492000,3752000,9071000,4930000,15055000,582688000,21,0.28832,348,16364,15840,9760,14735,1109,3970
2626881585.0,CA,ELK HILLS ELEMENTARY,93276.0,634400,3.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,., , , , , , , , , ,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , ,.,lat, ,0.0,.,612360.0,6029,623,35.297389,-119.354526,1,0,200,1,65000,13000,10000,42000,7000,35000,1934000,42,0.985,1,0,29,1,163,1,5
2569808175.0,CA,ELKINS ELEMENTARY,96074.0,02956-Sn-52-Psd,4.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,Small number of students,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,., , , , , , , , , ,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , ,.,lat, ,0.0,.,612420.0,6103,601,39.87896,-122.5378,1,0,.,.,23000,11000,2000,10000,2000,11000,345000,43,.,0,0,3,0,12,0,0
2565996780.0,CA,EMERY UNIFIED,94608.0,161168,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,1,1,1,1,1,1,1,0,1,1,0,0,1, ,0,1,1,1, ,2,2,2,2,2, , , ,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0, ,1,1,2,2,2,2,2,1,2,1,1,2, ,"Fruit, Vegetables, Beans/Seeds/Nuts, Baked goods, Herbs", ,Oranges,Strawberries,Pomello,Broccoli,Kale,"Oranges, Strawberries, Pomello, Broccoli, Kale",1,1,1,1,1,2,2,1,1,2,1,2, ,250000,250000,., , ,.,.,.,.,.,1, ,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0, , , ,.,lat, ,0.0,.,612630.0,6001,613,37.836189,-122.281589,1,0,717,2,609000,226000,119000,264000,45000,254000,12440000,21,0.81172,2,92,166,406,47,3,4
2636858061.0,CA,EMPIRE UNION ELEMENTARY,95357.0,2907,3.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0, ,2013-14 School Year,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,., , , , , , , , , ,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , ,.,lat, ,0.0,.,612690.0,6099,610,37.639081,-120.929956,1,0,2564,5,1642000,579000,156000,907000,270000,1380000,29625000,21,0.72465,22,154,1730,153,840,49,49
2568996139.0,CA,ENTERPRISE ELEMENTARY,96002.0, ,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,1,1,0,1,0,0,0,1,1,1,0,0,0, ,1,1,1,0, ,.,.,3,3,3, , , ,2,2,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0, ,1,1,2,2,2,2,2,1,1,3,1,3,Olive Oil,"Fruit, Vegetables, Beans/Seeds/Nuts, Grain/Flour, Herbs",Baked goods,Kiwi,Oranges,Strawberries,Watermelon,Olive Oil,"Kiwi, Oranges, Strawberries, Watermelon, Olive Oil",4,6,7,7,7,7,7,6,6,7,5,6,Olive Oil,20000,20000,5,5,5 %,5,5,5,1000,1000,2, ,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0, , ,"A Local Teacher/Farmer Started His Business To Bring Local Foods From Our Immediate Area.  He Works Directly With School Sites, Takes Orders, And Delivers.  Yet We See One Bill.  He Works Out How To Reimburse The Farmers.",.,lat, ,1.0,.,612810.0,6089,601,40.578348,-122.35001,1,0,3527,8,1564000,544000,231000,789000,186000,1394000,38971000,13,0.67735,142,242,582,93,2232,11,230
2623646924.0,CA,ESCALON UNIFIED,95320.0,6850-01,4.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Never looked into it.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,., , , , , , , , , ,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , ,.,lat, ,0.0,.,612840.0,6077,610,37.799871,-120.99633,1,0,2441,5,816000,325000,83000,408000,302000,589000,24564000,31,0.13273,10,78,1285,23,1426,9,55
2619184999.0,CA,ESPARTO UNIFIED,95627.0,3103,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,1,0,1,0,0,0,0,0,1,0,0,0,1, ,0,1,0,0, ,1,1,1,1,4, , , ,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0, ,1,1,2,2,2,2,2,1,2,2,2,2, ,"Fruit, Vegetables, Beans/Seeds/Nuts", ,Watermelon,Cantaloupe,Strawberries,Romaine Lettuce,Spring Mix Lettuce,"Watermelon, Cantaloupe, Strawberries, Romaine Lettuce, Spring Mix Lettuce",2,1,7,7,7,7,7,6,7,7,7,7, ,99385,99385,28,28,28 %,28,9,9,27827.8,8944.65,1, ,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1, , , ,.,lat, ,0.0,.,612930.0,6113,603,38.691035,-122.015824,1,0,1007,2,328000,163000,47000,118000,57000,203000,10141000,42,0.86197,4,18,692,19,296,0,13
2566228510.0,CA,ETIWANDA ELEMENTARY,91739.0,677000,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0, ,12,1,0,0,2, , , ,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,1,1,2,2,2,2,2,2,2,2,2,2, ,"Fruit, Vegetables", ,Apples,Kiwi,Grapes,Oranges,Tangelos,"Apples, Kiwi, Grapes, Oranges, Tangelos",2,6,7,7,7,7,7,7,7,7,7,7, ,1000000,1000000,10,10,10 %,10,10,10,100000,100000,3, ,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0, , , ,.,lat, ,0.0,.,612960.0,6071,631,34.144211,-117.514547,1,0,10139,12,2583000,1006000,177000,1400000,1509000,1089000,95510000,21,0.24756,22,1818,5621,1481,3388,43,658
2568814935.0,CA,EUREKA CITY UNIFIED,95501.0,755100,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,1,0,0,0,0,1,1,1,1,0,0,0,0, ,0,1,0,0, ,.,.,.,.,8, , ,Our 2012-2013 Bid Requests Stated Geographical By Counties.,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,1,1,1,2,3,3,3,3,2,2,3,5, ,"Fruit, Vegetables, Milk","Meat/Poultry, Eggs, Seafood, Beans/Seeds/Nuts, Herbs",Cucumbers,Oranges,Apples, , ,"Cucumbers, Oranges, Apples",6,6,1,7,7,7,7,7,7,7,7,7, ,8000,8000,21,21,21 %,21,1,1,1680,80,4, ,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0, ,No, ,.,lat, ,0.0,.,600052.0,6023,602,40.789242,-124.158371,1,0,3416,6,1717000,589000,425000,703000,287000,1237000,41762000,33,0.39022,225,394,640,105,2157,60,260
2878227563.0,CA,EVERGREEN UNION,96022.0,715200,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,1,0,0,0,0,0,0,1,1,0,0,0,1, ,0,1,1,0, ,2,2,0,0,3, , , ,3,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0, ,1,1,1,1,2,2,2,2,1,2,2,., ,"Fruit, Vegetables, Milk, Dairy products, Grain/Flour", ,Chicken Nuggets,Turkey,Beef Patties,Cheese, ,"Chicken Nuggets, Turkey, Beef Patties, Cheese",1,1,1,4,7,7,7,7,.,6,7,., ,170000,170000,15,15,15 %,15,10,10,25500,17000,1, ,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0, , , , , , ,0.0,1,613170.0,6103,601,40.358747,-122.331115,1,0,938,2,351000,146000,50000,155000,79000,295000,7609000,41,0.25906,27,7,103,6,788,4,11
2623998624.0,CA,EXETER UNION ELEMENTARY,93221.0,7191-00,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,1,1,1,0,1,1,1,1,1,0,1,0,0, ,1,1,0,0, ,.,.,1,1,7, ,Central Valley California, ,1,2,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0, ,1,1,1,2,2,2,2,2,2,2,2,2, ,"Fruit, Vegetables, Milk", ,Carrots, , , , ,Carrots,5,1,1,7,7,7,7,7,7,7,7,7, ,400000,400000,38,38,38 %,38,25,25,152000,100000,3, ,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0, ,No, ,.,lat, ,0.0,.,613200.0,6107,622,36.295705,-119.140569,1,0,679,1,796000,247000,115000,434000,128000,675000,17982000,22,0.70987,15,20,1113,15,755,1,42
2626437275.0,CA,FAIRFAX ELEMENTARY,93307.0, ,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,0,0,0,0,0,0,0,1,0,0,0,0,0, ,1,1,1,0, ,.,.,.,.,6, , , ,3,3,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0, ,1,1,5,2,2,2,2,2,1,1,1,5, ,"Fruit, Vegetables, Grain/Flour, Baked goods, Herbs", ,Apples,Cucumber, , , ,"Apples, Cucumber",1,1,1,7,7,7,7,7,1,1,7,7, ,562568,562568,30,30,30 %,30,50,50,168770.4,281284,1, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,.,lat, ,1.0,.,613290.0,6029,621,35.340758,-118.932503,1,0,.,.,1121000,361000,179000,581000,53000,1154000,18924000,21,.,3,58,1996,65,125,2,41
2625172759.0,CA,FAIRFIELD-SUISUN UNIFIED,94534.0, ,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,1,0,1,0,1,0,0,0,0,0,0,0,0,Chili cook off with veggies from school garden.,0,0,0,0,One K-8 School,1,1,1,1,6, , , ,1,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0, ,1,1,2,2,2,2,2,2,2,1,2,2, ,"Fruit, Vegetables, Baked goods", ,Salad Mix,Plums,Nectarines, , ,"Salad Mix, Plums, Nectarines",6,6,7,7,7,7,7,7,7,1,7,7, ,3434855,3434855,., , ,.,.,.,.,.,., ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,.,lat, ,0.0,.,613360.0,6095,603,38.275819,-122.052207,1,0,19926,25,7512000,2584000,814000,4114000,2920000,5067000,186907000,12,0.27813,245,2941,7793,3891,4327,236,2144
2566076116.0,CA,FALLBROOK UNION ELEMENTARY,92028.0,681100,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,0,0,0,1,0,0,0,1,0,0,0,0,0, ,0,1,1,0, ,8,8,2,2,3, , , ,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0, ,1,3,2,2,3,2,2,3,2,2,2,2, ,Fruit,"Vegetables, Meat/Poultry, Beans/Seeds/Nuts",Apple,Strawberries,Oranges,Tangerines,Cucumbers,"Apple, Strawberries, Oranges, Tangerines, Cucumbers",5,6,7,7,7,7,7,7,7,7,7,7, ,1000000,1000000,., , ,.,.,.,.,.,4, ,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0, , , ,.,lat, ,0.0,.,613500.0,6073,650,33.384434,-117.247814,1,0,5816,9,1637000,506000,250000,881000,517000,1606000,49042000,21,0.04814,32,126,3110,238,2145,26,139
2565968118.0,CA,FALLBROOK UNION HIGH,92028.0, ,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,0,0,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,1, ,2,2,2,2,1, , , ,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0, ,2,1,2,2,2,2,2,2,2,2,2,2, ,Vegetables, ,Lettuce,Tomatoes, , , ,"Lettuce, Tomatoes",6,6,7,7,7,7,7,7,7,7,7,7, ,400121,400121,12.5,13,13 %,12.5,7,7,50015.13,28008.47,1, ,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0, , , ,.,lat, ,0.0,.,613530.0,6073,650,33.351718,-117.23707,1,0,2777,2,866000,326000,121000,419000,342000,512000,30162000,21,0.09615,26,67,1611,65,986,10,102
2603589891.0,CA,FARMERSVILLE UNIFIED,93223.0,3048,4.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0, ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,., , , , , , , , , ,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , ,.,lat, ,0.0,.,600035.0,6107,622,36.307524,-119.20179,1,0,85,1,1254000,313000,132000,809000,42000,1258000,25534000,22,0.41176,10,13,2415,5,154,2,3
2624197793.0,CA,FERNDALE UNIFIED,95536.0,12-75374,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,0,0,1,0,0,1,0,0,0,0,0,0,0, ,0,1,0,0, ,1,1,.,.,2, , , ,2,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0, ,2,2,1,2,2,2,2,2,2,1,2,2, ,"Milk, Baked goods", , , , , , , ,6,6,4,7,6,7,7,7,6,6,7,7, ,45337,45337,1,1,1 %,1,1,1,453.37,453.37,1, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, , ,This Year (2012/2013) We Served Local Beef Products,.,lat, ,0.0,.,600037.0,6023,602,40.584936,-124.260516,1,0,346,1,68000,30000,5000,33000,26000,37000,4599000,42,0.14451,24,3,88,1,368,0,0
2598129786.0,CA,FIELDBROOK ELEMENTARY,95525.0,Unknown,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,1,0,0,0,0,1,0,1,0,0,1,0,0, ,0,1,1,0, ,.,.,.,.,4, , , ,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0, ,1,1,1,1,2,1,2,2,2,2,1,5, ,"Fruit, Vegetables, Milk, Dairy products, Eggs, Herbs", ,Apples,Squash,Eggs,Salmon,Potatoes,"Apples, Squash, Eggs, Salmon, Potatoes",3,3,3,5,7,5,6,7,7,7,6,7, ,.,.,.,No response was provided.,No response was provided.,.,.,.,.,.,1, ,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0, , ,"Apples From Fieldbrook Apple Farm Offering Great Prices, With Little Increase Always Fresh And On Time, But Only Available For About 3 Months Out Of Year.", ,lat,multidistresp,0.0,.,613740.0,6023,602,40.956581,-124.034415,1,0,.,.,34000,6000,1000,27000,12000,14000,904000,41,.,15,4,11,4,83,0,11
2611600497.0,CA,FILLMORE UNIFIED,93015.0,03076-Sn-56-Psd,3.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0, ,2014-15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,., , , , , , , , , ,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , ,.,lat, ,0.0,.,613800.0,6111,626,34.400294,-118.916942,1,0,2322,5,1578000,510000,206000,862000,199000,1430000,35736000,31,0.58053,14,18,3414,13,368,0,19
2626360633.0,CA,FIREBAUGH-LAS DELTAS JOINT UNIFIED,93622.0, ,4.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0, ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,., ,.,.,.,.,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,., , , , , , , , , ,.,.,.,.,.,.,.,.,.,.,.,., ,.,.,.,,,.,.,.,.,.,., ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , , ,.,lat, ,0.0,.,613840.0,6019,621,36.846671,-120.446407,1,0,3,1,1198000,414000,184000,600000,60000,1124000,20248000,32,0,1,4,2081,10,134,0,2
2901047016.0,CA,FLOURNOY UNION ELEMENTARY,96029.0,52-71530,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0, ,.,.,.,.,1, , , ,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,2,2,2,2,2,2,2,2,2,2,2,., , , , , , , , , ,7,7,7,7,7,7,7,7,.,7,7,., ,5445,5445,0,0,0 %,0,0,0,0,0,4, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , , , , , ,0.0,1,613860.0,6103,601,39.920999,-122.44906,1,0,34,1,27000,12000,8000,7000,9000,4000,406000,43,0.91176,0,0,5,0,27,0,2
2624253108.0,CA,FOLSOM-CORDOVA UNIFIED,95742.0,02251-Sn34-Psd,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,0,0,1,0,0,0,0,0,1,0,0,0,0, ,0,1,1,0, ,10,1,4,4,2, , , ,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0, ,1,1,1,1,3,1,2,2,2,2,2,2, ,"Fruit, Vegetables, Milk, Dairy products, Eggs",Meat/Poultry,Milk,Apples,Strawberries, , ,"Milk, Apples, Strawberries",1,1,1,6,7,3,7,7,7,2,7,7, ,1691000,1691000,35,35,35 %,35,35,35,591850,591850,1, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Although Large, The District Does Not Have A Warehouse And Site Drops Are Difficult.", , ,.,lat, ,0.0,.,613890.0,6067,607,38.67342,-121.170452,1,0,11298,16,4199000,1845000,606000,1748000,1637000,2983000,180581000,13,0.31908,134,2567,3242,1397,11133,147,534
2566121931.0,CA,FORESTHILL UNION ELEMENTARY,95631.0, ,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,1,1,0,0,0,0,1,0,0,1,0,0,0,0, ,1,1,1,0, ,.,.,0,0,1, , , ,2,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0, ,1,3,1,1,3,3,3,3,3,3,3,5, ,"Fruit, Milk, Dairy products","Vegetables, Meat/Poultry, Eggs, Seafood, Beans/Seeds/Nuts, Grain/Flour, Baked goods, Herbs",Apples,Mandarin Oranges,Kiwis,Milk, ,"Apples, Mandarin Oranges, Kiwis, Milk",4,7,1,6,7,7,7,7,7,7,7,7, ,22000,22000,55,55,55 %,55,5,5,12100,1100,1, ,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0, , , ,.,lat, ,0.0,.,613980.0,6061,604,39.02054,-120.813008,1,0,413,2,132000,61000,14000,57000,49000,77000,4158000,42,0.52542,15,1,52,2,334,2,17
2623950072.0,CA,FORESTVILLE UNION ELEMENTARY,95436.0, ,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,., , , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., , ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,., ,.,0,1,1,1,0,1,1,0,0,0,0,1,0,0, ,1,1,1,0, ,.,.,.,.,0,Don'T Know, , ,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,"Unknown, We Use A Vendor",80000,80000,0,0,0 %,0,0,0,0,0,4, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,.,lat, ,0.0,.,614010.0,6097,602,38.473315,-122.888105,1,0,.,.,108000,24000,6000,78000,36000,57000,3955000,41,.,7,4,85,5,262,2,10
